"순번","국가명","무역관명","무역관주소","공항무역관이동"
55.0,오스트리아,빈 무역관,"  ㅇ 주소: KOTRA Wien &amp; Commercial Section of the Embassy of the Rep. of Korea, Mariahilferstrasse 77-79/1/3(Mahu77, 3rd Fl.), 1060 Wien  ㅇ 전화번호: +43-1-586 3876  ㅇ 이메일: info@kotra.at","  ㅇ 빈 국제공항(Vienna International Airport)에서 찾아오시는 경우   - 열차S-Bahn(교외선 기차) S7 노선 및 REX 노선이 공항 철도역 (Flughafen Wien Bahnhof)으로부터 시내 중심인 빈 중앙역(Wien Mitte Bahnhof) 역까지 운행되며,  Wien Mitte 역에서 바로 지하철 3호선(U3)로 환승 가능하다(Wien Mitte까지 20~25분 소요). 역내 유인 매표소는 없으나, 매표기가 여러 대 설치되어있어 바로 승차권 구입이 가능하다. 매표기 상 사용 언어를 영어로 설정하신 후, 터치스크린을 이용하여  출발역 &#39;Vienna Airport&#39;, 도착역 &#39;(Wien) Neubaugasse&#39;를 직접 입력 시 바로 결제 화면으로 이동, 승차권이 출력된다(요금 4.30유로, 현금 및 신용카드 모두 이용 가능). 평일 기준 첫차는 04:41, 막차는 01:19에 운행되며(주말은 04:49, 01:19, 기차역 내 확인 필요), 배차 간격은 평균 20분 정도이다.*CAT(Wien Mitte 역까지 논스톱으로 운행하는 익스프레스 공항철도)의 경우 공항 철도역에 별도의 플랫폼을 운영 중이며, 코로나 이후 운행이 잠정 중단되었으나 &#39;22년 3월 말부터 운행이 재개되었다(Wien Mitte 역까지 16분 소요). 요금은 편도 14.9유로/왕복 24.9유로이며, 14세까지 무료 동반 승차 가능하다. 첫차는 06:08, 막차는 23:38에 운행되며(기차역 내 확인 필요), 배차 간격은 30분이다. 공항으로부터 Wien Mitte 역까지 약 16분 소요된다.S-Bahn(교외선 기차)과 CAT(익스프레스 공항철도) 모두 Wien Mitte역에서 지하철 3호선(U3) Ottakring 방향 열차로 환승하신 후, 다섯 번째 역인 Neubaugasse 역에 하차 시 무역관이 소재한 Mahu77 빌딩을 바로 찾을 수 있다.  - 셔틀버스3개의 노선 중 VAL 1 라인(Westbahnhof(서부역)행)을 타고 Westbahnhof 하차(약 40분 소요). 이 곳에서 지하철 3호선(U3) Simmering 방향으로 환승 후, 두 번째 역인 Neubaugasse 역에서 하차해 지상으로 나오시면 무역관이 소재한 Mahu77 건물이 Eurospar마트 옆에 보인다. 편도 8유로/왕복 13유로이며, 인터넷 구매도 가능하다(https://tickets.postbus.at/en/ticket/offer). 첫차는 03:30, 막차는 00:30에 운행되며(공항 내 확인 필요), 배차간격은 1시간이다.    - 택시Mariahilferstrasse 77(마리아힐퍼슈트라세 77)이라고 말하면 무역관이 소재한 Mahu77 건물 앞까지 바로 도착 가능하다(승차 공유 서비스 이용 : Uber, Bolt 등 해당 앱을 설치하고 해당 서비스를 이용할 경우, 택시보다 저렴한 요금에 무역관에 도착할 수 있다. 예) Uber/Bolt : 35~45유로).  ㅇ 건물 도착 후    - Mahu77 건물 내 Front Desk에 별도의 등록 절차 없이 곧바로 오른쪽에 보이는 엘리베이터를 타고 3층으로 올라오시면 우측에 KOTRA 간판을 발견할 수 있다."
56.0,멕시코,중남미지역본부 및 멕시코시티무역관,"  ㅇ 주소: Paseo de la Reforma No. 265 piso 2, Col. Cuauhtemoc, CDMX, C.P. 06500    ㅇ 전화번호: +52-55-5514-3173 / 3174  ㅇ 이메일:  mexico@kotra.or.kr  ㅇ 무역관 소개 웹페이지 : https://www.kotra.or.kr/subList/20000005998/ovrssKbc/selectOvrssKbcDetail.do?deptCd=9410 ","멕시코시티국제공항에서 KOTRA 멕시코시티무역관으로 방문하기 위해서는 택시를 이용하는 것이 가장 편리하다. 멕시코 국제공항 청사 입국장(E홀)을 나오자마자 E홀의 왼쪽 끝에 위치해 있는 공항 택시 쿠폰 판매소(Taquilla de Taxi: 따끼야 데 딱시)로 이동해 쿠폰을 구입, 공항 건물 밖의 택시 스탠드에 제출하면, 순차적으로 기다리고 있는 택시를 이용해 무역관에 도착할 수 있다. 멕시코시티 국제공항에서 무역관까지는 대략 20달러 선이며, 공항 택시는 등록된 택시(Taxi Autorizado)로 안심하고 이용할 수 있다.공항 택시 이용이 어려울 경우 UBER, DiDi 등 공유택시 서비스를 이용할 수도 있다. 멕시코시티의 일반 택시보다 안전하다는 평가를 받고 있다.해당 서비스의 경우, 사전에 UBER, DiDi 등을 사용한 등록자라면 바로 현지에서 사용이 가능하나 신규 사용자는 전화번호 인증 등의 절차가 번거로울 수 있다.무역관은 현지에서 코리아타운으로 유명한 ZONA ROSA에 위치하고 있으며, 독립기념탑인 Angel de la Independencia 에서 약 200m 정도 떨어져 있다.(도보 5분 소요)무역관이 소재한 건물은 멕시코 증권거래소 (Bolsa de Valores, 대형 지구본 모양의 건물) 바로 옆의 Reforma 265 라 불리는 Axtel 빌딩으로, 우리 무역관은 동 건물의 2층(한국식으로 5층)에 위치하고 있다. 1층 안내데스크에서 방문처를 밝히고 신분증을 제시하면 무역관에 유선으로 확인 후, 방문객용 출입증을 제공해 주며 무역관의 확인을 위하여 방문 전 이메일 또는 유선으로 방문 일정을 사전에 협의하는 것을 권장한다.(mexico@kotra.or.kr)"
57.0,인도,뉴델리 무역관 ,"  ㅇ 주소 : Unit 307, 3rd Floor. Worldmark 3. Aerocity, Indira Gandhi International Airport. New Delhi- 110037  ㅇ 전화 : (91-11)4230-6300  ㅇ FAX : (91-11)4230-6301  ㅇ E-MAIL :  Reception@ktcdelhi.net","  ㅇ 공항 출발 시무역관이 위치한 Aerocity는 인디라 간디 국제공항에서 약 3.9km 떨어져 있어 이동 시 택시 등을 이용하는 것이 일반적이며 약 5분 정도 시간이 소요된다. 공항에서 빠져나온 뒤 Northern Access Road를 타고 뉴델리 방면으로 이동하다가 유턴한다. 도로를 따라가다 보면 좌편으로 Lemon Tree Premier 호텔이 보이고, 호텔을 지나 좌회전하면 뒤편으로 Worldmark 3 건물이 보인다.  ㅇ 건물 도착 후3개의 빌딩(Worldmark 1,2,3) 중 무역관은 3빌딩의 3층에 위치해 있으며, 로비 Security Desk에서 방문처를 밝히고 신분증을 제시하면 무역관에 유선으로 확인 후 출입증을 제공해 준다. 무역관의 확인을 위하여 방문 전 이메일 또는 유선으로 방문 일정을 사전에 협의하는 것이 좋다."
58.0,인도,뭄바이 무역관 ,"  ㅇ 주소 : 1001A, Tower 1, Indiabulls Finance Centre, Senapati Bapat Marg, Elphinstone(W), Mumbai 400 013, INDIA  ㅇ 전화 : (91-22) 4925-5400  ㅇ 팩스 : (91-22) 4925-5454   ㅇ E-MAIL : kotra_mumbai@kotra.or.kr","  ㅇ 공항 출발 시국제공항(T2) &rarr; 뭄바이 무역관 로컬 택시보다는 콜택시인 우버(Uber) 혹은 올라(Ola)를 이용하는 것을 추천한다. 도착 게이트를 나와 P4로 이동하면 우버/올라 주차장이 나오며 앱을 통해 쉽게 요청할 수 있다.앱에 &#39;Kotra Mumabi&rsquo;를 입력하면 쉽게 찾을 수 있으며 앱을 이용하지 못하는 경우 안내 데스크를 통해 요청 할 수 있다. 정해진 요금으로 흥정하지 않아도 되는 장점이 있다. 택시 기준 약 30분이 소요되면 러시아워에는 약 1시간이 소요된다. 국내공항(T1) &rarr; 뭄바이 무역관 국내공항에서도 콜택시를 이용하는 걸 추천하며 도착 게이트가 외부와 바로 연결되어 있어 쉽게 요청할 수 있다. 기준 약 30분이 소요되면 러시아워에는 약 1시간이 소요된다. *주의사항콜택시는 최종 금액 외에는 추가로 지불 할 것이 없으며, 간혹 기사들이 톨게이트비용, 공항 주차 요금 등을 요구하는 경우가 있으나 이는 최종 금액에 다 포함되어 있으니 주의해야 한다. "
59.0,인도,벵갈루루 무역관 ,"  ㅇ 주소 : 9th Floor, Embassy One Pinnacle Tower, No. 8, Bellary Road, Ganganagar, Bengaluru, Karnataka 560032, India     ㅇ 전화 : 91-80-6809-9200 (무역관 리셉션)  ㅇ E-MAIL :  kotrabangalore9200@gmail.com ","  ㅇ 공항 출발 시공항 출발 시 벵갈루루 공항에서 시내 중심까지 대중교통수단을 이용하기가 곤란하며, 택시(Uber, Ola)를 이용하는 것이 바람직하다. 인도 도착 전 Uber 또는 Ola 앱을 설치하고, 목적지를 Embassy One 또는 KOTRA Bengaluru로 설정 후 Uber존 또는 Ola존에 대기하고 있는 택시를 이용하여 쉽게 이동할 수 있다. 뱅갈루루의 경우 대중교통이 보편화 되지 않아 어려움이 있을 수 있으므로 택시를 이용할 것을 추천한다."
60.0,인도,첸나이 무역관 ,"  ㅇ 주소: Bannari Amman Towers, 3th Floor, 29, Dr Radha Krishnan Salai, Mylapore, Chennai, Tamil Nadu 600004  ㅇ 전화: (91-44)2847-2281~7  ㅇ 팩스: (91-44)2499-4728  ㅇ E-MAIL : E-MAIL : seo16@kotra.or.kr ","  ㅇ 공항 출발 시첸나이 공항에서 시내 중심까지 대중교통수단을 이용하기가 곤란하며, 택시를 이용하는 것이 바람직하다. 기사에게 무역관 주소를 보여 주면 쉽게 찾을 수 있으며, 평균 소요시간은 40분가량이다. 첸나이의 경우 대중교통이 보편화 되지 않아 어려움이 있을 수 있으므로 택시를 이용할 것을 추천한다."
61.0,인도,콜카타 무역관 ,"  ㅇ 주소 : Smart Works Victoria Park, Level 8, Block GN37/2, Sector V, Salt Lake City, Kolkata, West Bengal 700091  ㅇ 전화 : (91-33)4055-8150  ㅇ E-MAIL : kolkata@kotra.org.in ","  ㅇ 공항 출발 시콜카타 공항에서 시내 중심까지 대중교통수단을 이용하기가 곤란하며, 택시를 이용하는 것이 바람직하다. 운전사에게 무역관 주소를 보여 주면 쉽게 찾아올 수 있다. 대략 30분에서 40분가량 소요된다. 콜카타의 경우 대중교통이 보편화 되지 않아 어려움이 있을 수 있으므로 택시를 이용할 것을 추천한다."
62.0,인도,암다바드 무역관,"  ㅇ 주소: 805 &amp; 806 Shivalik Shilp BD, Iscon Circle, SG Road, Ahmedabad 380015, Gujarat, India    ㅇ 전화: (91-79) 49130-111  ㅇ E-MAIL : leese@kotra.or.kr","  ㅇ 공항 출발 시 암다바드 공항에서 시내 중심까지 대중교통수단을 이용하기가 곤란하며, 택시를 이용하는 것이 바람직하다. 운전사에게 무역관 주소를 보여 주면 쉽게 찾아올 수 있다. 대략 40분에서 50분가량 소요된다. 암다바드의 경우 대중교통이 보편화 되지 않아 어려움이 있을 수 있으므로 택시를 이용할 것을 추천한다."
63.0,포르투갈,"리스본무역관(KOTRA Lisbon, 현지에 등록된 공식명칭은 Departamento Comercial da Embaixada da Republica da Coreia)","  ㅇ 주소 : Av. Eng. Duarte Pacheco Torre 1 Piso 4 Salas 9 e 10, 1070-101 Lisboa    - 아모레이라스 쇼핑센터(Amoreiras Shopping Center)와 사무동(3개동)이 함께 있는 복합빌딩이다.    - 무역관은 3개동 중 1동(Torre 1) 4층 10호실에 입주해 있다.    - 1층 리셉션에서 별도의 신분 확인절차는 없으며, 엘리베이터 탑승 전에 홀에 설치된 패널에서 4층을 입력하면 탑승할 엘리베이터(A~F기)를 임의 지정하는 방식이다.  ㅇ 대표전화번호 : +351 215-951-700(한국어 및 포르투갈어 ARS 안내에 따라 메뉴를 선택하면 된다.)  ㅇ 대표이메일 : kotralisbon@kotra.or.kr","무역관은 리스본시 중심가의 서쪽 끝자락, 리스본 국제공항은 북동부 끝자락에 위치해있고 이를 최단거리로 연결하는 대중교통은 없다.○ 차량 이용 시- 외곽 고속화도로를 이용하는 것이 가장 빠르다. E1 - IP7 - A5 순으로 이동하며 거리는 12~13km, 소요시간은 20분 내외이다.- 도심을 지나는 경우 Av. da Republica와 Av. Fontes Pereira de Melo길을 거쳐 이동하며 거리는 8km, 소요시간은 30~40분 내외이다.○ 택시 이용 시- 공항 1층 입국장 바깥에 대기하는 일반 택시를 이용하면 된다. 비용은 10~15유로 내외이다.- Uber, Bolt 등 앱으로 호출하는 차량은 2층 출국장 바깥에 있는 Kiss and Fly Parking 주차장에서만 탑승이 허용된다.○ 지하철 이용 시- 공항에서 출발하는 노선은 적색선(Linha vermelha)이며, So Sebastio역에서 청색선(Linha Azul)로 환승 후 Marqu&ecirc;s de Pombal역에서 하차한다. 이 역에서는 도보로 10분 정도 소요되나(800m 내외), 가파른 오르막이어서 무거운 짐이 있다면 버스 또는 택시 탑승을 추천한다. 723, 753, 748, 783, 1716, 1725 노선을 탑승하여 Amoreiras역에서 하차하면 된다. 노선별로 정류장 위치가 다르므로 구글 지도 서비스 등을 통해 미리 확인하는 것을 권장한다. 지하철 역 간 이동은 약 30여분 가량 소요되며 이후 어떠한 수단을 이용하느냐에 따라 소요 시간은 가산된다.○ 버스 이용 시- 783번 버스가 무역관 바로 앞에서 정차한다. 공항 청사 바깥 Av. Berlim 길에 있는 정거장에서 탑승하며 Amoreiras역에서 하차하면 된다. 대략 40분 정도 소요된다."
64.0,이탈리아,밀라노 무역관,"  ㅇ 주소: Via Larga 2, 20122 Milano, Italy  ㅇ 전화: +39 02 795 813   ㅇ 팩스: +39 02 7202 2491  ㅇ 이메일: kotramil@kotra.it","1) 말펜사(Malpensa) 공항에서 중앙역(Centrale) 하차  ㅇ 셔틀버스: 중앙역(Centrale)까지의 소요시간은 약 70분, 1인 10유로, 30분 간격    - 공항 입국장을 나오면, 정면에 공항리무진버스 매표소     - 중앙역(Centrale)에서 하차 후 택시 정류장에서 택시를 타고 무역관 이동 가능, 택시비는 15~20유로 소요    - 지하철로 이동 시, 중앙역에서 3호선(노란색) 지하철 탑승 후 두오모역 하차  ㅇ 공항철도: 중앙역(Centrale)과 까도르나역(Cadorna)까지 운행되며 소요시간은 중앙역은 55분, 까도르나역은 40분 소요, 1인 편도 13유로, 30분 간격    - 공항 입국장에서 공항철도 연결 안내 표시판을 따라 이동    - 목적지는 중앙역(Centrale)과 까도르나역(Cadorna)으로 나뉘며 종착역 하차 후 역 앞 택시 정류장에서 택시를 타고 무역관 이동 가능, 택시비는 15~20유로 소요    - 지하철로도 이동 가능하며 중앙역은 노란선, 까도르나역에서는 빨간선을 타고 두오모 하차2) 리나테(Linate) 공항에서 중앙역(Centrale) 하차  ㅇ 셔틀버스: 중앙역(Centrale)까지의 소요시간은 약 30분, 1인 5유로, 15~20분 간격    - 공항 입국장을 나오면, 정면에 공항리무진버스 매표소     - 중앙역(Centrale)에서 하차 후 택시 정류장에서 택시를 타고 무역관 이동 가능, 택시비는 15~20유로 소요  ㅇ 시내버스: 두오모(Via Larga)까지의 소요시간은 약 30분, 1인 2.2유로로 시내교통티켓으로 이용, 20~30분 간격    - 공항 입국장 앞에 시내버스(73번) 정류장에서 버스 탑승 후 비아 라르가/두오모(Via Larga) 하차   ㅇ 지하철 : 산바빌라(San Babila)까지의 소요시간은 약20분, 1인 2.2유로, 5분~10분 간격   - 공항에서 연결된 지하철 4호선 탑승 후 산바빌라(San Babila) 하차"
65.0,몽골,울란바토르 무역관,"  ㅇ 주소: 23rd floor, Khan bank tower, 15th subdistrict, Khan-Uul district, Ulaanbaatar, Mongolia  ㅇ 전화번호: +976-7711-0140  ㅇ 이메일: info@kotra.mn  ㅇ 홈페이지: www.kotra.or.kr/KBC/ulaanbaatar  ㅇ ZIP CODE: 17010","ㅇ 공항 출발 시      - 택시: 공항에서 울란바토르 시내까지 거리는 약 50km이며 택시비는 택시 종류에 따라 75,000~150,000 투그릭(약22~44달러) 정도이다.    - 버스 등 대중교통은 발달되어 있지 않아 택시 이용이 편리 ㅇ 건물 도착 후     - 로비 Security Desk에서 방문처를 밝히고 신분증을 제시하면 출입문을 열어준다. 무역관은 23층에 위치하고 있다. 무역관 방문 전 이메일 또는 유선으로 방문 일정을 사전에 협의하는 것이 좋다."
